1	2	1
1	3	1
1	4	1
1	5	1
1	6	1
1	7	1
2	4	1
2	6	1
2	7	1
3	5	1
3	6	1
3	8	1
4	6	1
4	9	1
4	10	1
4	11	1
4	12	1
4	13	1
4	14	1
4	15	1
4	16	1
4	17	1
4	18	1
4	19	1
4	20	1
4	21	1
4	22	1
4	23	1
4	24	1
4	25	1
4	26	1
4	27	1
4	28	1
5	6	1
5	7	1
5	29	1
5	30	1
5	31	1
5	32	1
6	7	1
6	8	1
7	8	1
7	11	1
7	13	1
7	19	1
7	23	1
7	26	1
7	30	1
8	15	1
8	31	1
8	59	1
8	72	1
8	86	1
9	10	1
9	11	1
9	12	1
9	13	1
9	14	1
9	15	1
9	21	1
9	22	1
9	23	1
9	24	1
9	25	1
9	27	1
9	28	1
9	33	1
9	34	1
9	36	1
9	38	1
9	41	1
9	42	1
9	43	1
9	44	1
9	45	1
9	46	1
9	47	1
10	12	1
10	13	1
10	15	1
10	21	1
10	25	1
10	28	1
10	42	1
10	46	1
10	48	1
10	49	1
10	50	1
10	51	1
10	52	1
10	53	1
11	12	1
11	13	1
11	16	1
11	17	1
11	20	1
11	22	1
11	34	1
11	36	1
11	38	1
11	39	1
11	40	1
11	56	1
12	13	1
12	14	1
12	15	1
12	18	1
12	21	1
12	22	1
12	23	1
12	27	1
12	28	1
12	30	1
12	46	1
12	48	1
12	51	1
12	57	1
13	14	1
13	15	1
13	16	1
13	18	1
13	19	1
13	24	1
13	25	1
13	33	1
13	34	1
13	37	1
13	39	1
13	40	1
13	41	1
13	42	1
13	45	1
13	47	1
13	48	1
13	55	1
13	56	1
14	18	1
14	30	1
14	33	1
14	41	1
14	43	1
14	44	1
14	45	1
14	48	1
14	58	1
15	26	1
15	27	1
15	59	1
16	17	1
16	56	1
18	48	1
20	56	1
20	57	1
20	78	1
21	25	1
21	41	1
21	49	1
21	50	1
21	54	1
21	58	1
22	24	1
23	26	1
23	41	1
23	53	1
24	28	1
24	33	1
24	34	1
24	48	1
24	55	1
25	27	1
25	41	1
25	48	1
25	54	1
26	41	1
27	41	1
27	46	1
27	48	1
27	54	1
28	41	1
28	42	1
28	48	1
28	55	1
29	67	1
29	73	1
31	32	1
31	59	1
31	67	1
31	68	1
31	71	1
31	74	1
31	75	1
31	76	1
31	77	1
31	78	1
31	80	1
31	81	1
31	83	1
31	84	1
31	85	1
31	87	1
31	94	1
31	100	1
32	50	1
32	74	1
32	75	1
32	76	1
32	77	1
32	78	1
32	79	1
32	83	1
32	92	1
33	34	1
34	38	1
34	39	1
34	40	1
34	48	1
35	36	1
35	37	1
35	38	1
35	39	1
35	40	1
36	37	1
36	38	1
36	39	1
36	40	1
36	41	1
36	44	1
36	45	1
37	42	1
37	48	1
38	39	1
38	48	1
39	40	1
40	41	1
40	43	1
41	42	1
41	43	1
41	45	1
41	46	1
41	48	1
41	54	1
41	55	1
42	48	1
42	55	1
43	44	1
43	48	1
44	57	1
46	48	1
47	48	1
47	103	1
48	55	1
49	50	1
49	58	1
50	58	1
50	59	1
50	73	1
50	77	1
51	59	1
52	53	1
52	59	1
52	65	1
52	66	1
52	70	1
53	59	1
53	65	1
54	77	1
57	58	1
59	65	1
59	66	1
59	69	1
59	70	1
59	78	1
59	86	1
60	61	1
60	62	1
60	63	1
60	64	1
60	100	1
61	63	1
61	64	1
61	85	1
61	87	1
61	100	1
62	87	1
62	96	1
62	102	1
63	64	1
63	85	1
63	100	1
63	101	1
64	100	1
65	66	1
65	67	1
65	68	1
65	69	1
65	70	1
65	71	1
66	68	1
66	69	1
66	70	1
66	86	1
67	68	1
67	71	1
67	73	1
67	74	1
67	75	1
67	77	1
67	81	1
67	85	1
67	86	1
67	87	1
67	89	1
67	90	1
67	91	1
67	94	1
67	97	1
67	98	1
67	100	1
67	101	1
68	104	1
68	105	1
69	72	1
70	105	1
71	72	1
71	73	1
71	76	1
71	91	1
72	73	1
72	74	1
72	75	1
72	76	1
72	77	1
72	78	1
72	79	1
72	80	1
72	81	1
72	82	1
72	83	1
72	84	1
73	74	1
73	75	1
73	76	1
73	77	1
73	79	1
73	80	1
73	81	1
73	83	1
73	85	1
73	86	1
73	87	1
73	88	1
73	89	1
73	90	1
73	91	1
73	92	1
73	93	1
74	75	1
74	76	1
74	83	1
74	84	1
74	85	1
74	87	1
74	90	1
74	93	1
74	94	1
74	95	1
74	96	1
74	97	1
74	98	1
74	99	1
74	100	1
74	101	1
75	76	1
75	79	1
75	80	1
75	83	1
75	85	1
75	88	1
75	89	1
75	92	1
75	99	1
75	100	1
76	77	1
76	78	1
76	79	1
76	80	1
76	83	1
76	84	1
76	85	1
76	92	1
76	93	1
77	78	1
77	83	1
77	84	1
77	85	1
77	87	1
80	85	1
80	92	1
80	101	1
82	85	1
82	87	1
82	98	1
83	85	1
84	85	1
84	88	1
84	101	1
85	87	1
85	88	1
85	89	1
85	90	1
85	95	1
85	97	1
85	98	1
85	100	1
85	101	1
85	102	1
87	90	1
87	94	1
87	98	1
87	101	1
87	102	1
88	99	1
89	90	1
91	92	1
91	100	1
92	99	1
92	101	1
94	95	1
94	100	1
94	103	1
95	96	1
95	97	1
95	102	1
95	103	1
96	103	1
97	98	1
97	101	1
99	101	1
100	101	1
101	102	1
104	105	1
